日期,村里代碼,村里,病例數,上週同期,增減,增加天數,一週小計,增減
2015-09-12,6703400-042,台南市北區大和里,2,3,-1,3,19,-3
2015-09-13,6703400-042,台南市北區大和里,2,2,0,3,19,-4
2015-09-14,6703400-042,台南市北區大和里,4,4,0,3,19,-5
2015-09-15,6703400-042,台南市北區大和里,2,2,0,4,19,-3
2015-09-16,6703400-042,台南市北區大和里,4,4,0,4,19,-3
2015-09-17,6703400-042,台南市北區大和里,7,2,5,5,24,3
2015-09-18,6703400-042,台南市北區大和里,4,3,1,6,25,5
2015-09-19,6703400-042,台南市北區大和里,4,2,2,7,27,8
2015-09-20,6703400-042,台南市北區大和里,2,2,0,7,27,8
2015-09-21,6703400-042,台南市北區大和里,7,4,3,7,30,11
2015-09-22,6703400-042,台南市北區大和里,4,2,2,7,32,13
2015-09-23,6703400-042,台南市北區大和里,1,4,-3,6,29,10
2015-09-24,6703400-042,台南市北區大和里,4,7,-3,5,26,2
2015-09-25,6703400-042,台南市北區大和里,4,4,0,5,26,1
2015-09-26,6703400-042,台南市北區大和里,3,4,-1,4,25,-2
2015-09-27,6703400-042,台南市北區大和里,1,2,-1,3,24,-3
2015-09-28,6703400-042,台南市北區大和里,5,7,-2,2,22,-8
2015-09-29,6703400-042,台南市北區大和里,6,4,2,2,24,-8
2015-09-30,6703400-042,台南市北區大和里,3,1,2,3,26,-3
2015-10-01,6703400-042,台南市北區大和里,2,4,-2,3,24,-2
2015-10-02,6703400-042,台南市北區大和里,3,4,-1,2,23,-3
2015-10-03,6703400-042,台南市北區大和里,5,3,2,3,25,0
2015-10-04,6703400-042,台南市北區大和里,1,1,0,4,25,1
2015-10-05,6703400-042,台南市北區大和里,1,5,-4,4,21,-1
2015-10-06,6703400-042,台南市北區大和里,3,6,-3,3,18,-6
2015-10-07,6703400-042,台南市北區大和里,1,3,-2,2,16,-10
2015-10-08,6703400-042,台南市北區大和里,1,2,-1,2,15,-9
2015-10-09,6703400-042,台南市北區大和里,2,3,-1,2,14,-9
2015-10-10,6703400-042,台南市北區大和里,1,5,-4,1,10,-15
2015-10-11,6703400-042,台南市北區大和里,1,1,0,1,10,-15
2015-10-12,6703400-042,台南市北區大和里,3,1,2,2,12,-9
2015-10-14,6703400-042,台南市北區大和里,1,1,0,3,9,-7
2015-10-15,6703400-042,台南市北區大和里,3,1,2,4,11,-4
2015-10-19,6703400-042,台南市北區大和里,1,3,-2,2,5,-7
2015-10-21,6703400-042,台南市北區大和里,1,1,0,2,5,-4
2015-10-23,6703400-042,台南市北區大和里,1,0,1,1,3,-6
2015-10-27,6703400-042,台南市北區大和里,1,0,1,1,3,-2
2015-11-18,6703400-042,台南市北區大和里,1,0,1,0,1,1
2015-12-10,6703400-042,台南市北區大和里,1,0,1,0,1,1
2015-08-07,6703400-043,台南市北區賢北里,1,0,1,0,1,1
2015-08-15,6703400-043,台南市北區賢北里,2,0,2,0,2,1
2015-08-16,6703400-043,台南市北區賢北里,1,0,1,0,3,2
2015-08-19,6703400-043,台南市北區賢北里,2,0,2,0,5,4
2015-08-26,6703400-043,台南市北區賢北里,1,2,-1,0,1,-4
2015-08-30,6703400-043,台南市北區賢北里,2,0,2,0,3,1
2015-08-31,6703400-043,台南市北區賢北里,1,0,1,0,4,2
2015-09-01,6703400-043,台南市北區賢北里,1,0,1,0,5,3
2015-09-03,6703400-043,台南市北區賢北里,1,0,1,0,5,4
2015-09-04,6703400-043,台南市北區賢北里,1,0,1,0,6,5
2015-09-05,6703400-043,台南市北區賢北里,1,0,1,0,7,6
2015-09-06,6703400-043,台南市北區賢北里,2,2,0,1,7,4
2015-09-07,6703400-043,台南市北區賢北里,4,1,3,2,10,6
2015-09-08,6703400-043,台南市北區賢北里,3,1,2,3,12,7
2015-09-09,6703400-043,台南市北區賢北里,1,0,1,3,13,9
2015-09-10,6703400-043,台南市北區賢北里,2,1,1,4,14,9
2015-09-11,6703400-043,台南市北區賢北里,2,1,1,5,15,9
2015-09-13,6703400-043,台南市北區賢北里,3,2,1,5,15,8
2015-09-14,6703400-043,台南市北區賢北里,1,4,-3,4,12,2
2015-09-15,6703400-043,台南市北區賢北里,1,3,-2,3,10,-2
2015-09-16,6703400-043,台南市北區賢北里,4,1,3,4,13,0
2015-09-17,6703400-043,台南市北區賢北里,2,2,0,4,13,-1
2015-09-19,6703400-043,台南市北區賢北里,1,0,1,3,12,-2
2015-09-20,6703400-043,台南市北區賢北里,2,3,-1,2,11,-4
2015-09-21,6703400-043,台南市北區賢北里,3,1,2,3,13,1
2015-09-22,6703400-043,台南市北區賢北里,3,1,2,4,15,5
2015-09-23,6703400-043,台南市北區賢北里,3,4,-1,3,14,1
2015-09-24,6703400-043,台南市北區賢北里,4,2,2,3,16,3
2015-09-25,6703400-043,台南市北區賢北里,1,0,1,3,17,6
2015-09-26,6703400-043,台南市北區賢北里,1,1,0,4,17,5
2015-09-28,6703400-043,台南市北區賢北里,1,3,-2,3,13,0
2015-09-29,6703400-043,台南市北區賢北里,2,3,-1,2,12,-3
2015-09-30,6703400-043,台南市北區賢北里,1,3,-2,2,10,-4
2015-10-01,6703400-043,台南市北區賢北里,2,4,-2,1,8,-8
2015-10-02,6703400-043,台南市北區賢北里,1,1,0,2,8,-9
2015-10-03,6703400-043,台南市北區賢北里,1,1,0,2,8,-9
2015-10-04,6703400-043,台南市北區賢北里,1,0,1,2,9,-6
2015-10-05,6703400-043,台南市北區賢北里,2,1,1,3,10,-3
2015-10-07,6703400-043,台南市北區賢北里,1,1,0,4,8,-2
2015-10-12,6703400-043,台南市北區賢北里,3,2,1,2,4,-6
2015-10-16,6703400-043,台南市北區賢北里,1,0,1,1,4,-1
2015-10-25,6703400-043,台南市北區賢北里,1,0,1,0,1,-3
2015-10-26,6703400-043,台南市北區賢北里,2,0,2,0,3,2
2015-10-31,6703400-043,台南市北區賢北里,1,0,1,0,4,4
2015-11-05,6703400-043,台南市北區賢北里,1,0,1,0,2,-1
2015-08-20,6703500-001,台南市安南區東和里,1,0,1,0,1,1
2015-09-06,6703500-001,台南市安南區東和里,1,0,1,0,1,1
2015-09-12,6703500-001,台南市安南區東和里,2,0,2,0,3,3
2015-09-25,6703500-001,台南市安南區東和里,1,0,1,0,1,-1
2015-10-06,6703500-001,台南市安南區東和里,1,0,1,0,1,0
2015-11-06,6703500-001,台南市安南區東和里,1,0,1,0,1,1
2015-11-13,6703500-001,台南市安南區東和里,1,1,0,1,1,0
2015-11-18,6703500-001,台南市安南區東和里,1,0,1,1,2,1
2015-07-21,6703500-002,台南市安南區安順里,1,0,1,0,1,1
2015-07-22,6703500-002,台南市安南區安順里,1,0,1,0,2,2
2015-07-23,6703500-002,台南市安南區安順里,1,0,1,0,3,3
2015-08-09,6703500-002,台南市安南區安順里,1,0,1,0,1,1
2015-08-11,6703500-002,台南市安南區安順里,1,0,1,0,2,2
2015-09-02,6703500-002,台南市安南區安順里,3,0,3,0,3,3
2015-09-07,6703500-002,台南市安南區安順里,1,0,1,0,4,4
2015-09-08,6703500-002,台南市安南區安順里,1,0,1,0,5,5
2015-09-10,6703500-002,台南市安南區安順里,1,0,1,0,3,0
2015-09-13,6703500-002,台南市安南區安順里,1,0,1,0,4,1
2015-09-17,6703500-002,台南市安南區安順里,1,1,0,1,2,-1
2015-09-18,6703500-002,台南市安南區安順里,1,0,1,1,3,0
2015-09-19,6703500-002,台南市安南區安順里,1,0,1,1,4,1
2015-09-25,6703500-002,台南市安南區安順里,1,1,0,1,2,-1
2015-09-26,6703500-002,台南市安南區安順里,2,1,1,2,3,-1
2015-09-27,6703500-002,台南市安南區安順里,1,0,1,2,4,1
2015-09-28,6703500-002,台南市安南區安順里,1,0,1,2,5,2
2015-10-04,6703500-002,台南市安南區安順里,1,1,0,1,2,-2
2015-10-06,6703500-002,台南市安南區安順里,1,0,1,1,2,-3
2015-10-07,6703500-002,台南市安南區安順里,1,0,1,1,3,-2
2015-10-08,6703500-002,台南市安南區安順里,1,0,1,1,4,-1
2015-10-18,6703500-002,台南市安南區安順里,1,0,1,0,1,-2
2015-10-29,6703500-002,台南市安南區安順里,1,0,1,0,1,0
2015-08-29,6703500-003,台南市安南區塭南里,1,0,1,0,1,1
2015-09-02,6703500-003,台南市安南區塭南里,1,0,1,0,2,2
2015-09-03,6703500-003,台南市安南區塭南里,1,0,1,0,3,3
2015-09-12,6703500-003,台南市安南區塭南里,1,0,1,0,1,-1
2015-09-14,6703500-003,台南市安南區塭南里,1,0,1,0,2,0
2015-09-15,6703500-003,台南市安南區塭南里,1,0,1,0,3,1
2015-10-01,6703500-003,台南市安南區塭南里,1,0,1,0,1,1
2015-10-05,6703500-003,台南市安南區塭南里,1,0,1,0,2,2
2015-10-06,6703500-003,台南市安南區塭南里,1,0,1,0,3,3
2015-10-11,6703500-003,台南市安南區塭南里,1,0,1,0,3,2
2015-10-21,6703500-003,台南市安南區塭南里,1,0,1,0,1,0
2015-10-27,6703500-003,台南市安南區塭南里,1,0,1,0,2,2
2015-08-10,6703500-004,台南市安南區州南里,2,0,2,0,2,2
2015-08-19,6703500-004,台南市安南區州南里,1,0,1,0,1,-1
2015-08-25,6703500-004,台南市安南區州南里,3,0,3,0,4,4
2015-08-27,6703500-004,台南市安南區州南里,2,0,2,0,5,4
2015-08-29,6703500-004,台南市安南區州南里,1,0,1,0,6,5
2015-09-04,6703500-004,台南市安南區州南里,1,0,1,0,2,-3
2015-09-07,6703500-004,台南市安南區州南里,2,0,2,0,3,-3
2015-09-18,6703500-004,台南市安南區州南里,2,0,2,0,2,0
2015-09-21,6703500-004,台南市安南區州南里,1,0,1,0,3,3
2015-09-25,6703500-004,台南市安南區州南里,1,2,-1,0,2,0
2015-09-29,6703500-004,台南市安南區州南里,1,0,1,0,2,-1
2015-10-01,6703500-004,台南市安南區州南里,1,0,1,0,3,0
2015-10-04,6703500-004,台南市安南區州南里,1,0,1,0,3,1
2015-10-08,6703500-004,台南市安南區州南里,1,1,0,1,2,-1
2015-10-09,6703500-004,台南市安南區州南里,1,0,1,1,3,1
2015-10-10,6703500-004,台南市安南區州南里,1,0,1,1,4,2
2015-10-11,6703500-004,台南市安南區州南里,1,1,0,2,4,1
2015-10-19,6703500-004,台南市安南區州南里,1,0,1,0,1,-3
2015-06-17,6703500-005,台南市安南區州北里,1,0,1,0,1,1
2015-07-14,6703500-005,台南市安南區州北里,1,0,1,0,1,1
2015-08-21,6703500-005,台南市安南區州北里,1,0,1,0,1,1
2015-08-26,6703500-005,台南市安南區州北里,1,0,1,0,2,2
2015-08-27,6703500-005,台南市安南區州北里,1,0,1,0,3,3
2015-08-31,6703500-005,台南市安南區州北里,1,0,1,0,3,2
2015-09-03,6703500-005,台南市安南區州北里,1,1,0,1,2,-1
2015-09-06,6703500-005,台南市安南區州北里,1,0,1,1,3,1
2015-09-07,6703500-005,台南市安南區州北里,1,1,0,2,3,0
2015-09-08,6703500-005,台南市安南區州北里,1,0,1,2,4,1
2015-09-09,6703500-005,台南市安南區州北里,2,0,2,2,6,4
2015-09-22,6703500-005,台南市安南區州北里,1,0,1,0,1,-1
2015-09-30,6703500-005,台南市安南區州北里,1,0,1,0,1,0
2015-10-02,6703500-005,台南市安南區州北里,1,0,1,0,2,1
2015-10-08,6703500-005,台南市安南區州北里,1,0,1,0,2,1
2015-10-24,6703500-005,台南市安南區州北里,1,0,1,0,1,1
2015-07-10,6703500-006,台南市安南區安東里,1,0,1,0,1,1
2015-07-15,6703500-006,台南市安南區安東里,1,0,1,0,2,2
2015-08-21,6703500-006,台南市安南區安東里,1,0,1,0,1,1
2015-08-22,6703500-006,台南市安南區安東里,1,0,1,0,2,2
2015-08-23,6703500-006,台南市安南區安東里,1,0,1,0,3,3
2015-08-24,6703500-006,台南市安南區安東里,3,0,3,0,6,6
2015-09-02,6703500-006,台南市安南區安東里,1,0,1,0,1,-5
2015-09-03,6703500-006,台南市安南區安東里,1,0,1,0,2,-4
2015-09-13,6703500-006,台南市安南區安東里,1,0,1,0,1,-1
2015-09-17,6703500-006,台南市安南區安東里,1,0,1,0,2,2
2015-09-20,6703500-006,台南市安南區安東里,1,1,0,1,2,1
2015-09-21,6703500-006,台南市安南區安東里,3,0,3,1,5,4
2015-09-23,6703500-006,台南市安南區安東里,2,0,2,1,7,6
2015-09-30,6703500-006,台南市安南區安東里,2,2,0,1,2,-5
2015-10-01,6703500-006,台南市安南區安東里,2,0,2,1,4,-2
2015-10-06,6703500-006,台南市安南區安東里,1,0,1,1,5,3
2015-10-09,6703500-006,台南市安南區安東里,1,0,1,0,2,-2
2015-10-11,6703500-006,台南市安南區安東里,1,0,1,0,3,-1
2015-10-27,6703500-006,台南市安南區安東里,1,0,1,0,1,1
2015-10-28,6703500-006,台南市安南區安東里,1,0,1,0,2,2
2015-11-17,6703500-006,台南市安南區安東里,1,0,1,0,1,1
2015-08-06,6703500-007,台南市安南區安西里,1,0,1,0,1,1
2015-08-17,6703500-007,台南市安南區安西里,1,0,1,0,1,0
2015-08-19,6703500-007,台南市安南區安西里,1,0,1,0,2,1
2015-08-20,6703500-007,台南市安南區安西里,1,0,1,0,3,3
2015-08-26,6703500-007,台南市安南區安西里,1,1,0,1,2,0
2015-08-27,6703500-007,台南市安南區安西里,1,1,0,2,2,-1
2015-08-29,6703500-007,台南市安南區安西里,1,0,1,2,3,0
2015-08-31,6703500-007,台南市安南區安西里,2,0,2,2,5,3
2015-09-02,6703500-007,台南市安南區安西里,1,1,0,2,5,3
2015-09-09,6703500-007,台南市安南區安西里,1,1,0,1,1,-4
2015-09-12,6703500-007,台南市安南區安西里,1,0,1,1,2,-1
2015-09-13,6703500-007,台南市安南區安西里,1,0,1,1,3,0
2015-09-15,6703500-007,台南市安南區安西里,1,0,1,1,4,3
2015-09-17,6703500-007,台南市安南區安西里,1,0,1,0,4,3
2015-09-21,6703500-007,台南市安南區安西里,1,0,1,0,3,0
2015-09-25,6703500-007,台南市安南區安西里,1,0,1,0,2,-2
2015-10-02,6703500-007,台南市安南區安西里,1,1,0,1,1,-1
2015-10-03,6703500-007,台南市安南區安西里,2,0,2,1,3,1
2015-10-04,6703500-007,台南市安南區安西里,1,0,1,1,4,2
2015-10-05,6703500-007,台南市安南區安西里,1,0,1,1,5,4
2015-10-06,6703500-007,台南市安南區安西里,1,0,1,1,6,5
2015-10-09,6703500-007,台南市安南區安西里,1,1,0,1,6,5
2015-10-24,6703500-007,台南市安南區安西里,1,0,1,0,1,1
2015-08-13,6703500-008,台南市安南區頂安里,1,0,1,0,1,1
2015-08-24,6703500-008,台南市安南區頂安里,1,0,1,0,1,0
2015-08-25,6703500-008,台南市安南區頂安里,1,0,1,0,2,1
2015-08-30,6703500-008,台南市安南區頂安里,1,0,1,0,3,3
2015-08-31,6703500-008,台南市安南區頂安里,1,1,0,1,3,2
2015-09-01,6703500-008,台南市安南區頂安里,1,1,0,2,3,1
2015-09-02,6703500-008,台南市安南區頂安里,1,0,1,2,4,2
2015-09-03,6703500-008,台南市安南區頂安里,2,0,2,2,6,4
2015-09-07,6703500-008,台南市安南區頂安里,3,1,2,2,7,4
2015-09-09,6703500-008,台南市安南區頂安里,1,1,0,2,6,2
2015-09-11,6703500-008,台南市安南區頂安里,1,0,1,2,5,-1
2015-09-16,6703500-008,台南市安南區頂安里,1,1,0,1,2,-4
2015-09-18,6703500-008,台南市安南區頂安里,1,1,0,2,2,-3
2015-09-20,6703500-008,台南市安南區頂安里,1,0,1,2,3,-2
2015-09-21,6703500-008,台南市安南區頂安里,3,0,3,2,6,4
2015-09-22,6703500-008,台南市安南區頂安里,1,0,1,2,7,5
2015-09-23,6703500-008,台南市安南區頂安里,1,1,0,2,7,5
2015-09-26,6703500-008,台南市安南區頂安里,1,0,1,1,7,5
2015-09-27,6703500-008,台南市安南區頂安里,1,1,0,2,7,4
2015-09-28,6703500-008,台南市安南區頂安里,1,3,-2,2,5,-1
2015-09-29,6703500-008,台南市安南區頂安里,2,1,1,3,6,-1
2015-10-01,6703500-008,台南市安南區頂安里,1,0,1,2,6,-1
2015-10-03,6703500-008,台南市安南區頂安里,1,1,0,3,6,-1
2015-10-04,6703500-008,台南市安南區頂安里,1,1,0,3,6,-1
2015-10-12,6703500-008,台南市安南區頂安里,1,0,1,0,1,-4
2015-10-20,6703500-008,台南市安南區頂安里,1,0,1,0,1,0
2015-10-28,6703500-008,台南市安南區頂安里,1,0,1,0,1,0
2015-11-03,6703500-008,台南市安南區頂安里,1,0,1,0,2,2
2015-07-27,6703500-009,台南市安南區安慶里,1,0,1,0,1,1
2015-07-29,6703500-009,台南市安南區安慶里,1,0,1,0,2,2
2015-07-31,6703500-009,台南市安南區安慶里,1,0,1,0,3,3
2015-08-03,6703500-009,台南市安南區安慶里,1,1,0,1,3,2
2015-08-06,6703500-009,台南市安南區安慶里,1,0,1,1,3,1
2015-08-08,6703500-009,台南市安南區安慶里,2,0,2,1,4,1
2015-08-09,6703500-009,台南市安南區安慶里,3,0,3,1,7,4
2015-08-10,6703500-009,台南市安南區安慶里,1,1,0,1,7,4
2015-08-16,6703500-009,台南市安南區安慶里,2,3,-1,1,3,-4
2015-08-17,6703500-009,台南市安南區安慶里,2,1,1,1,4,-3
2015-08-18,6703500-009,台南市安南區安慶里,1,0,1,1,5,-2
2015-08-20,6703500-009,台南市安南區安慶里,2,0,2,1,7,1
2015-08-22,6703500-009,台南市安南區安慶里,3,0,3,1,10,6
2015-08-24,6703500-009,台南市安南區安慶里,1,2,-1,0,7,3
2015-08-25,6703500-009,台南市安南區安慶里,2,1,1,1,8,3
2015-08-28,6703500-009,台南市安南區安慶里,3,0,3,1,9,2
2015-08-30,6703500-009,台南市安南區安慶里,1,0,1,1,7,-1
2015-08-31,6703500-009,台南市安南區安慶里,2,1,1,2,8,1
2015-09-02,6703500-009,台南市安南區安慶里,4,0,4,1,10,2
2015-09-03,6703500-009,台南市安南區安慶里,2,0,2,1,12,6
2015-09-04,6703500-009,台南市安南區安慶里,1,3,-2,1,10,1
2015-09-05,6703500-009,台南市安南區安慶里,1,0,1,1,11,5
2015-09-07,6703500-009,台南市安南區安慶里,3,2,1,1,11,3
2015-09-08,6703500-009,台南市安南區安慶里,2,0,2,1,13,7
2015-09-09,6703500-009,台南市安南區安慶里,2,4,-2,1,11,1
2015-09-11,6703500-009,台南市安南區安慶里,2,1,1,2,10,0
2015-09-12,6703500-009,台南市安南區安慶里,2,1,1,3,11,0
2015-09-13,6703500-009,台南市安南區安慶里,1,0,1,3,12,2
2015-09-16,6703500-009,台南市安南區安慶里,2,2,0,3,7,-4
2015-09-17,6703500-009,台南市安南區安慶里,2,0,2,3,9,0
2015-09-21,6703500-009,台南市安南區安慶里,1,0,1,1,5,-4
2015-09-23,6703500-009,台南市安南區安慶里,1,2,-1,0,4,-3
2015-09-26,6703500-009,台南市安南區安慶里,3,0,3,0,5,0
2015-09-28,6703500-009,台南市安南區安慶里,1,1,0,1,5,0
2015-09-30,6703500-009,台南市安南區安慶里,1,1,0,2,5,1
2015-10-03,6703500-009,台南市安南區安慶里,1,3,-2,2,3,-2
2015-10-05,6703500-009,台南市安南區安慶里,1,1,0,2,3,-2
2015-10-11,6703500-009,台南市安南區安慶里,1,0,1,1,2,-1
2015-10-13,6703500-009,台南市安南區安慶里,1,0,1,0,2,-1
2015-10-14,6703500-009,台南市安南區安慶里,1,0,1,0,3,1
2015-10-17,6703500-009,台南市安南區安慶里,1,0,1,0,4,3
2015-11-05,6703500-009,台南市安南區安慶里,1,0,1,0,1,1
2015-11-11,6703500-009,台南市安南區安慶里,1,0,1,0,2,2
2015-11-14,6703500-009,台南市安南區安慶里,1,0,1,0,2,1
2015-07-25,6703500-010,台南市安南區新順里,1,0,1,0,1,1
2015-07-29,6703500-010,台南市安南區新順里,1,0,1,0,2,2
2015-08-12,6703500-010,台南市安南區新順里,1,0,1,0,1,1
2015-08-22,6703500-010,台南市安南區新順里,1,0,1,0,1,0
2015-08-25,6703500-010,台南市安南區新順里,1,0,1,0,2,1
2015-09-03,6703500-010,台南市安南區新順里,1,0,1,0,1,-1
2015-09-04,6703500-010,台南市安南區新順里,3,0,3,0,4,2
2015-09-06,6703500-010,台南市安南區新順里,1,0,1,0,5,4
2015-09-08,6703500-010,台南市安南區新順里,2,0,2,0,7,7
2015-09-09,6703500-010,台南市安南區新順里,1,0,1,0,8,8
2015-09-13,6703500-010,台南市安南區新順里,1,1,0,1,4,-1
2015-09-14,6703500-010,台南市安南區新順里,1,0,1,1,5,0
2015-09-15,6703500-010,台南市安南區新順里,2,2,0,2,5,-2
2015-09-16,6703500-010,台南市安南區新順里,1,1,0,3,5,-3
2015-09-17,6703500-010,台南市安南區新順里,3,0,3,3,8,1
2015-09-18,6703500-010,台南市安南區新順里,1,0,1,3,9,5
2015-09-20,6703500-010,台南市安南區新順里,2,1,1,3,10,6
2015-09-24,6703500-010,台南市安南區新順里,1,3,-2,1,4,-4
2015-09-25,6703500-010,台南市安南區新順里,1,1,0,2,4,-5
2015-09-26,6703500-010,台南市安南區新順里,1,0,1,2,5,-4
2015-09-27,6703500-010,台南市安南區新順里,1,2,-1,1,4,-6
2015-10-03,6703500-010,台南市安南區新順里,1,1,0,1,2,-3
2015-10-05,6703500-010,台南市安南區新順里,1,0,1,1,2,-2
2015-10-12,6703500-010,台南市安南區新順里,1,1,0,1,1,-1
2015-10-14,6703500-010,台南市安南區新順里,1,0,1,1,2,0
2015-10-21,6703500-010,台南市安南區新順里,2,1,1,1,2,0
2015-10-23,6703500-010,台南市安南區新順里,1,0,1,1,3,1
2015-10-27,6703500-010,台南市安南區新順里,1,0,1,1,4,3
2015-10-31,6703500-010,台南市安南區新順里,2,0,2,0,3,0
2015-11-04,6703500-010,台南市安南區新順里,1,0,1,0,3,1
2015-11-05,6703500-010,台南市安南區新順里,1,0,1,0,4,2
2015-11-06,6703500-010,台南市安南區新順里,1,0,1,0,5,4
2015-11-07,6703500-010,台南市安南區新順里,2,2,0,1,5,2
2015-11-09,6703500-010,台南市安南區新順里,1,0,1,1,6,3
2015-11-10,6703500-010,台南市安南區新順里,1,0,1,1,7,5
2015-11-11,6703500-010,台南市安南區新順里,4,1,3,2,10,7
2015-11-13,6703500-010,台南市安南區新順里,1,1,0,3,9,4
2015-11-18,6703500-010,台南市安南區新順里,1,4,-3,1,2,-8
2015-11-19,6703500-010,台南市安南區新順里,1,0,1,1,3,-6
2015-11-23,6703500-010,台南市安南區新順里,1,0,1,0,3,-3
2015-08-13,6703500-011,台南市安南區原佃里,1,0,1,0,1,1
2015-08-16,6703500-011,台南市安南區原佃里,1,0,1,0,2,2
2015-08-17,6703500-011,台南市安南區原佃里,1,0,1,0,3,3
2015-08-22,6703500-011,台南市安南區原佃里,1,0,1,0,3,2
2015-09-13,6703500-011,台南市安南區原佃里,1,0,1,0,1,1
2015-09-14,6703500-011,台南市安南區原佃里,2,0,2,0,3,3
2015-09-23,6703500-011,台南市安南區原佃里,1,0,1,0,1,-2
2015-10-04,6703500-011,台南市安南區原佃里,1,0,1,0,1,0
2015-10-05,6703500-011,台南市安南區原佃里,1,0,1,0,2,1
2015-11-01,6703500-011,台南市安南區原佃里,1,0,1,0,1,1
2015-07-27,6703500-012,台南市安南區總頭里,1,0,1,0,1,1
2015-08-22,6703500-012,台南市安南區總頭里,1,0,1,0,1,1
2015-09-03,6703500-012,台南市安南區總頭里,1,0,1,0,1,0
2015-09-11,6703500-012,台南市安南區總頭里,1,0,1,0,1,0
2015-09-12,6703500-012,台南市安南區總頭里,1,0,1,0,2,1
2015-09-13,6703500-012,台南市安南區總頭里,1,0,1,0,3,2
2015-09-18,6703500-012,台南市安南區總頭里,1,1,0,1,3,2
2015-09-26,6703500-012,台南市安南區總頭里,1,0,1,0,1,-1
2015-09-29,6703500-012,台南市安南區總頭里,1,0,1,0,2,1
2015-10-01,6703500-012,台南市安南區總頭里,2,0,2,0,4,3
2015-10-08,6703500-012,台南市安南區總頭里,1,2,-1,0,1,-3
2015-10-12,6703500-012,台南市安南區總頭里,1,0,1,0,2,-1
2015-10-30,6703500-012,台南市安南區總頭里,1,0,1,0,1,1
2015-08-14,6703500-013,台南市安南區長安里,1,0,1,0,1,1
2015-08-19,6703500-013,台南市安南區長安里,1,0,1,0,2,2
2015-08-24,6703500-013,台南市安南區長安里,1,0,1,0,2,1
2015-08-26,6703500-013,台南市安南區長安里,1,1,0,1,2,0
2015-08-29,6703500-013,台南市安南區長安里,1,0,1,1,3,2
2015-09-01,6703500-013,台南市安南區長安里,1,0,1,1,3,1
2015-09-05,6703500-013,台南市安南區長安里,1,1,0,1,2,-1
2015-09-06,6703500-013,台南市安南區長安里,1,0,1,1,3,0
2015-09-07,6703500-013,台南市安南區長安里,1,0,1,1,4,2
2015-09-11,6703500-013,台南市安南區長安里,1,0,1,1,4,2
2015-09-12,6703500-013,台南市安南區長安里,1,1,0,1,4,2
2015-09-13,6703500-013,台南市安南區長安里,1,1,0,2,4,1
2015-09-15,6703500-013,台南市安南區長安里,1,0,1,2,4,1
2015-09-16,6703500-013,台南市安南區長安里,1,0,1,2,5,2
2015-09-19,6703500-013,台南市安南區長安里,1,1,0,2,4,0
2015-09-21,6703500-013,台南市安南區長安里,1,0,1,1,4,1
2015-09-25,6703500-013,台南市安南區長安里,1,0,1,1,3,-1
2015-09-30,6703500-013,台南市安南區長安里,1,0,1,0,2,0
2015-10-02,6703500-013,台南市安南區長安里,1,1,0,1,2,-1
2015-10-05,6703500-013,台南市安南區長安里,1,0,1,1,3,2
2015-10-13,6703500-013,台南市安南區長安里,1,0,1,0,1,-2
2015-11-05,6703500-013,台南市安南區長安里,1,0,1,0,1,1
2015-12-07,6703500-013,台南市安南區長安里,1,0,1,0,1,1
2015-08-26,6703500-014,台南市安南區公親里,1,0,1,0,1,1
2015-08-29,6703500-014,台南市安南區公親里,1,0,1,0,2,2
2015-09-28,6703500-014,台南市安南區公親里,1,0,1,0,1,1
2015-09-29,6703500-014,台南市安南區公親里,1,0,1,0,2,2
2015-10-09,6703500-014,台南市安南區公親里,1,0,1,0,1,-1
2015-08-07,6703500-015,台南市安南區海東里,1,0,1,0,1,1
2015-08-16,6703500-015,台南市安南區海東里,1,0,1,0,1,0
2015-08-21,6703500-015,台南市安南區海東里,1,0,1,0,2,2
2015-08-24,6703500-015,台南市安南區海東里,2,0,2,0,3,2
2015-08-29,6703500-015,台南市安南區海東里,1,0,1,0,3,1
2015-08-31,6703500-015,台南市安南區海東里,1,2,-1,0,2,-1
2015-09-06,6703500-015,台南市安南區海東里,1,0,1,0,2,-1
2015-09-08,6703500-015,台南市安南區海東里,2,0,2,0,3,1
2015-09-10,6703500-015,台南市安南區海東里,2,0,2,0,5,3
2015-09-15,6703500-015,台南市安南區海東里,2,2,0,1,4,1
2015-09-16,6703500-015,台南市安南區海東里,2,0,2,1,6,3
2015-09-18,6703500-015,台南市安南區海東里,2,0,2,1,6,1
2015-09-20,6703500-015,台南市安南區海東里,5,0,5,1,11,7
2015-09-21,6703500-015,台南市安南區海東里,2,0,2,1,13,9
2015-09-22,6703500-015,台南市安南區海東里,2,2,0,1,13,9
2015-09-24,6703500-015,台南市安南區海東里,2,0,2,1,13,9
2015-09-27,6703500-015,台南市安南區海東里,1,5,-4,1,7,-4
2015-09-28,6703500-015,台南市安南區海東里,2,2,0,2,7,-6
2015-09-29,6703500-015,台南市安南區海東里,1,2,-1,1,6,-7
2015-10-02,6703500-015,台南市安南區海東里,1,0,1,1,5,-6
2015-10-05,6703500-015,台南市安南區海東里,3,2,1,1,5,-2
2015-10-08,6703500-015,台南市安南區海東里,2,0,2,1,6,2
2015-10-10,6703500-015,台南市安南區海東里,1,0,1,1,6,1
2015-10-12,6703500-015,台南市安南區海東里,1,3,-2,0,4,-1
